"date","ws","wd","rh","pres","solar","temp_mean","temp_max","temp_min","precip_sum","no","no2","nox","so2",".before","poblacio_total","incidencia_1000"
2017-11-23,1.6,279.8,46.2,988.3,86.9,16.7,22.7,13.2,0,7,46,56,1,36,19904,1.80868167202572
2017-11-24,1.5,287.2,59,988,31.9,13.9,16.4,9,0,1,25,26,1,6,5404,1.11028867505551
2017-11-25,1.2,291.3,52,996.4,107.3,8.8,15.2,5.7,0,1,6,7,NA,6,2728,2.19941348973607
2017-11-26,0.8,237.6,64.2,997.3,103.1,8,14.4,3.3,0,14,50,71,NA,32,14898,2.14793932071419
2017-11-27,0.9,250.3,62.1,985.7,113.2,8.1,13.5,4.6,0,33,52,102,NA,35,16935,2.06672571597284
2017-11-28,0.8,232.5,71.1,977.9,60.4,7.1,12.1,4.1,1.2,50,62,138,NA,42,18397,2.2829809208023
2017-11-29,1.7,307.6,49.4,982.5,114.5,6.6,11.1,3.5,0,NA,NA,NA,NA,NA,NA,NA
2017-11-30,2.2,266.3,61.7,981.9,36.1,5.1,6.5,2.7,0,2,18,19,NA,NA,NA,NA
2017-12-01,2.9,315.1,37,983.8,80,5,8.3,1,0,1,10,10,1,NA,NA,NA
2017-12-02,2.1,288.1,31.2,993.2,113.6,5.9,10.3,2,0,1,9,9,1,0,0,NA
2017-12-03,1.4,272.9,46.7,1001.9,107.5,7,12.7,2.9,0,9,50,64,1,51,23167,2.2014071739975
2017-12-04,1,247.1,73,1004.5,107,6.2,12.8,2,0,19,49,78,1,58,25417,2.28193728606838
2017-12-05,1.2,262.2,76.3,1002.9,100.7,7.4,12.7,2.2,0,64,63,160,1,16,9234,1.73272687892571
2017-12-06,1.6,245.5,75.5,999.1,84.6,8.8,14,3.8,0,6,37,46,1,33,17893,1.84429665232214
2017-12-07,1.5,261.6,61.6,992.3,42.8,8,10.8,5,0,37,60,116,NA,14,7526,1.86021791124103
2017-12-08,1.5,255.6,65.9,991.1,79.6,7.9,12.5,4.3,0,15,44,68,1,23,13533,1.69954924998153
2017-12-09,2.2,281.9,68.4,978.4,52.1,12.5,15.6,8.3,0.1,68,66,170,NA,19,11522,1.64901926748828
2017-12-10,3.3,282.4,70.1,964.5,31,11.6,14.3,7.7,3.3,1,12,12,2,51,23927,2.13148326158733
2017-12-11,1.2,301.5,68.5,983.7,54.6,6.7,10.3,3.8,0,7,37,47,1,44,24341,1.80764964463251
2017-12-12,1.9,286.4,58.8,991.6,77.2,7.6,11.2,3.9,0,10,44,59,1,45,20916,2.15146299483649
2017-12-13,1.5,256.9,68.1,984.5,40.1,11.1,14.2,7.4,0,1,20,20,NA,33,14046,2.34942332336608
2017-12-14,3.1,310.5,59,977.2,103.1,11.1,13.9,7.1,0.3,21,38,70,1,49,23017,2.12886127644784
2017-12-15,2.7,306,56.8,986.2,105.1,7.1,11.4,3.7,0,2,11,12,4,18,10256,1.75507020280811
2017-12-16,1.6,296.2,44.2,995.9,103.2,7.1,11.4,2.9,0,18,56,83,4,22,13648,1.61195779601407
2017-12-17,1.1,279.9,66.2,995.4,31.6,6.5,9,3.5,0,40,64,125,3,61,26252,2.32363248514399
2017-12-18,0.8,199.8,72.6,999.5,89.5,6.6,11.5,2.1,0,12,47,66,1,61,25318,2.4093530294652
2017-12-19,0.6,268.9,69.8,1000.7,81.8,6.8,11.1,3.2,0,13,59,79,3,44,22547,1.95147913247882
2017-12-20,1,217.3,67.2,1003.9,92.9,8.7,14.2,5.8,0,60,52,144,4,47,26306,1.7866646392458
2017-12-21,1.2,299.7,62,1001.1,77.1,10.6,16.5,6.6,0,3,24,28,1,40,21635,1.84885602033742
2017-12-22,1.3,301.5,71.7,1002.9,97.9,8.8,14,5.7,0,2,29,30,2,44,18411,2.38987561783716
2017-12-23,1.3,235.3,74.7,1000,98.9,8.7,14.4,4.2,0,3,42,45,2,22,10957,2.00784886374007
2017-12-24,1.3,258,82,993.6,42.7,10.5,13.7,7.7,0,18,37,64,1,29,13925,2.08258527827648
2017-12-25,1.9,264.9,68.2,983.9,83.1,9.1,13.7,7,0,31,35,81,1,39,19430,2.00720535254761
2017-12-26,4.8,307.6,64.1,971.5,102.9,8.1,11.2,5.1,3.3,4,31,37,1,76,36176,2.10084033613445
2017-12-27,2.2,279.9,65.8,977.6,76,7.3,11.8,5.1,0,1,3,4,6,62,28984,2.13911123378416
2017-12-28,1.8,280.3,74.6,987,60.5,9,12.6,4.5,0.5,53,59,140,2,58,28252,2.05295200339799
2017-12-29,2.7,314.2,61.1,991.5,95.8,14.4,18.9,11,0,15,39,61,NA,36,22264,1.61696011498383
2017-12-30,2.5,288.1,61,988.9,78.5,13,17.3,9,0,27,38,79,NA,36,17771,2.02577232569917
2017-12-31,4.8,314,50.1,992.4,97.3,11,13.4,7.9,0,1,6,7,NA,13,8650,1.5028901734104
2018-01-01,3,315.7,61.8,993,83.6,12.9,15.9,9.6,0,1,5,5,3,98,42350,2.31404958677686
2018-01-02,3.9,319.2,61.6,991.9,76.1,16.5,19.9,13.6,0,1,9,9,2,54,24224,2.22919418758256
2018-01-03,3,312.4,55.6,988,100.1,17.1,20.7,14.4,0,1,4,4,1,33,17019,1.93900934249956
2018-01-04,2.6,311.2,53.9,979.3,106.1,13.9,16.9,10.9,0,1,4,4,2,36,18818,1.91306196195132
2018-01-05,2.1,184.1,81.8,971.4,41.9,10.9,13.5,7.2,1.1,3,39,42,2,5,4911,1.01812258195887
2018-01-06,2,192.6,89.1,973.1,10.5,8.9,12.9,5.4,16.2,1,11,12,1,21,14492,1.4490753519183
2018-01-07,1.6,310.1,79.4,979.8,96.7,6.7,12.2,3.5,0,1,11,11,1,54,27843,1.93944618036849
2018-01-08,1.5,291.4,59.5,985.6,102.9,7.5,13.1,3.8,0,1,12,12,1,55,29592,1.85861043525277
2018-01-09,2,297.6,59.5,984.2,105.4,9.1,12.2,5.3,0,3,27,31,2,53,26243,2.01958617536105
2018-01-10,2.9,332,58.8,984.5,107.2,8.4,11.3,5.7,0,1,36,37,2,51,28009,1.82084330036774
2018-01-11,1.5,256.5,63.5,990.9,112.7,6.7,12.3,3.9,0,1,11,12,2,55,26678,2.0616238098808
2018-01-12,0.9,242.3,79,988.7,49.7,7.1,11.2,2.5,8.9,8,46,59,1,19,12707,1.49523884473125
2018-01-13,1.8,317.6,81.2,985.7,102.4,6.7,9.2,4.8,0.1,24,46,83,1,19,12207,1.556483984599
2018-01-14,1.8,293.3,72.5,992.3,112,7.1,10.3,3.6,0,11,35,51,4,77,39533,1.94773986289935
2018-01-15,2.4,307.5,60.3,989,113.2,11.6,15.7,7.4,0,1,11,11,2,43,23073,1.86365015385949
2018-01-16,3.8,307.6,64.3,989,117.4,12.4,16.3,8.4,0.5,1,6,6,1,38,21982,1.72868710763352
2018-01-17,1.4,280.6,67.9,992.3,116.8,8.9,14.6,5.7,0,5,32,41,2,36,16176,2.22551928783383
2018-01-18,0.9,262.6,72.9,988.3,78,8.5,13,5.9,0,NA,NA,NA,3,35,21598,1.62052041855727
2018-01-19,2.7,292.9,59.6,988.6,118.4,11.2,15.4,5.9,0,NA,NA,NA,3,14,8191,1.70919301672567
2018-01-20,3.9,315.1,60.8,989.1,112.2,15.6,20,13.2,0,NA,NA,NA,2,12,7528,1.59404888416578
2018-01-21,3.1,328.4,62.5,991.5,119.9,14.1,18.4,10.1,0,NA,NA,NA,1,50,27785,1.79953212164837
2018-01-22,1.2,257.4,72.6,995.7,116.8,12.2,17.7,9.1,0,NA,NA,NA,4,48,29062,1.65164131856032
2018-01-23,1,279.1,77.5,996.4,121.9,11.3,18.1,7.4,0,NA,NA,NA,1,50,29231,1.71051281174096
2018-01-24,0.8,237.4,83.8,989,23.9,11.1,12.5,9.5,0.3,NA,NA,NA,2,46,22328,2.06019347903977
2018-01-25,1.4,256.6,96.8,985,10.9,6.3,10.5,4.7,74.4,NA,NA,NA,4,32,17746,1.80322326158007
2018-01-26,0.9,186.8,73.5,996.1,95.5,8.4,12.7,4.6,0,NA,NA,NA,2,12,8449,1.42028642442893
2018-01-27,1.2,219.8,66.3,1004.9,128.7,11,17.3,7.2,0,NA,NA,NA,1,3,2602,1.15295926210607
2018-01-28,1.1,212,68.5,1003,131.5,10.7,16.8,6.4,0,NA,NA,NA,3,56,28935,1.93537238638327
2018-01-29,1.2,244.1,69.2,998.5,131.7,10.7,17.5,6.6,0,NA,NA,NA,1,35,21900,1.59817351598174
2018-01-30,1.8,261.2,71.1,992,137.1,9.7,16,4.3,0,NA,NA,NA,2,36,15377,2.34115887364245
2018-01-31,1.1,205.6,83.6,979.3,33.2,7.3,9.3,4,7,NA,NA,NA,3,36,18874,1.90738582176539
2018-02-01,1.5,299.2,68.6,976.3,78.6,5.4,8.9,3.5,1.8,NA,NA,NA,1,29,18256,1.58851884312007
2018-02-02,3,314.4,52.1,980,119.3,6.7,10.2,2.8,0,NA,NA,NA,3,4,3150,1.26984126984127
2018-02-03,0.8,138.9,88.1,980.6,12.1,5.5,6.9,4.6,56.9,NA,NA,NA,3,13,8182,1.58885358103153
2018-02-04,0.7,137.5,98,977.8,18.2,6.1,7.4,4.3,69.2,NA,NA,NA,3,41,22187,1.84792896741335
2018-02-05,0.9,185.1,88.3,976.7,61.3,6.5,9.7,4.7,4.6,NA,NA,NA,2,45,23756,1.89425829264186
2018-02-06,1.9,315,56.4,981.1,152,4.6,8.7,1.5,0,2,6,8,3,51,28866,1.76678445229682
2018-02-07,1.4,210.9,71.2,986.8,99.4,2.9,8.4,0.3,0,17,46,71,2,30,16864,1.77893738140417
2018-02-08,1.3,303.9,61,986.5,137.2,4.3,9.7,-0.7,0,19,42,70,3,45,24302,1.85169944860505
2018-02-09,1.7,320.5,37.9,986,161.4,6,11.2,1.4,0,5,37,43,4,15,9968,1.50481540930979
2018-02-10,1.5,279.3,57.8,985.1,143.4,9,14.5,2.3,0,2,34,37,2,15,7552,1.98622881355932
2018-02-11,1.4,207.6,85.8,985.8,23.1,6.1,10.4,0.6,11,1,19,19,2,42,20357,2.06317237313946
2018-02-12,2.7,307.5,69.6,985.6,118.2,4.2,8.9,-0.7,0.1,1,30,33,1,40,21265,1.8810251587115
2018-02-13,1.4,242.3,76.8,986.2,52.4,6.4,10.5,2.1,0,1,6,7,3,61,30281,2.01446451570292
2018-02-14,1.4,275.9,75,991.5,161.9,11.4,18.6,5.6,0,16,34,59,2,42,26371,1.59265860225247
2018-02-15,1.1,251.1,72.7,992.1,84,13.4,17.8,11.3,0.2,2,27,30,2,28,14400,1.94444444444444
2018-02-16,1.2,213.9,84.3,990.1,72.3,11.1,15.6,8.3,0.3,38,43,100,3,8,6354,1.25904941768964
2018-02-17,1.4,291.9,63.8,990.1,155.2,9.6,14.2,5.6,0,1,7,8,2,23,13064,1.76056338028169
2018-02-18,1.1,193.8,79.5,986.1,89.4,8.8,12,5.7,0,2,27,29,5,64,31595,2.02563696787466
2018-02-19,0.8,261,78.9,980.5,101.9,10.7,16.2,7.4,0,1,7,8,2,46,22531,2.04163152989215
2018-02-20,1.4,238,64.8,976.9,133.8,8.1,14.2,3.6,0,18,37,64,3,50,23785,2.10216523018709
2018-02-21,1.6,190,67.5,975.8,100.4,5.2,9.6,0.6,0,1,22,23,3,48,21592,2.22304557243424
2018-02-22,1.4,251,68.8,976.2,167.6,5.3,10.8,2.2,1,1,21,22,3,24,15482,1.55018731430048
2018-02-23,1.4,271.2,62.4,977.6,183.1,6.8,13.2,2.3,0,3,46,50,3,15,11155,1.34468848050202
2018-02-24,1.4,264.4,53.4,978.5,183.8,9.4,16.8,4.5,0,1,32,34,3,13,7585,1.7139090309822
2018-02-25,2.2,189.5,78.5,977.7,53.8,5.1,9.5,1,0.6,1,26,27,3,43,20722,2.07508927709681
2018-02-26,0.6,118.4,80.5,978.4,38.1,0.5,2.8,-0.9,3.3,1,10,11,1,21,10576,1.9856278366112
2018-02-27,0.5,161,96.4,972.5,7.2,1.4,5.1,-1.2,13.2,1,33,34,2,15,10482,1.43102461362335
2018-02-28,1.1,192.1,94.8,962.8,73.1,9.6,12.9,5.1,5,40,52,114,5,36,19778,1.82020426736778
2018-03-01,3,277.8,59.4,968.4,148.1,10,13.4,7.9,3.2,1,15,16,1,27,17102,1.57876271781078
2018-03-02,2.9,290.5,68.2,968.8,192.1,12,16.9,8.1,1,1,21,22,2,6,4393,1.36580924197587
2018-03-03,1.2,223.6,83.8,967.5,94.4,11.5,17.3,7.8,11,3,29,32,3,11,7078,1.55411133088443
2018-03-04,2.1,278.1,79,963,133.6,9.7,13.9,6.5,7.1,1,12,12,2,41,22004,1.86329758225777
2018-03-05,3.1,297.2,62.6,966.9,196.7,10.5,15.6,7,0,4,29,35,1,21,8665,2.42354298903635
2018-03-06,2.4,306.6,52.3,976.4,217.7,10,14.3,5.4,0,1,21,22,2,37,19488,1.89860426929392
2018-03-07,1.4,259,73,980,146.7,9.6,15.2,5.4,0.2,1,5,7,2,26,16734,1.55372295924465
2018-03-08,1.1,209.5,70.5,981.4,202.7,13.8,20.7,9,0,2,32,35,2,19,12459,1.52500200658159
2018-03-09,2.3,259.1,74.7,976.3,200.7,15.2,21.5,10.9,1.1,9,40,53,2,12,7674,1.56372165754496
2018-03-10,2.8,277.9,68.2,970.8,158.2,13.1,18.1,10.3,0.2,1,12,13,2,13,8143,1.59646321994351
2018-03-11,3.7,305.4,49,978.8,206,12.9,17.1,8.9,0,1,4,5,3,49,26173,1.87215833110457
2018-03-12,1.2,280.1,65.9,984.6,73.8,10.3,13.8,6.5,0,1,20,20,3,22,10551,2.08511041607431
2018-03-13,1.1,201.5,73.2,979.4,160.1,12.2,18.3,6.7,0,3,43,49,2,48,23179,2.0708399844687
2018-03-14,2.5,286.8,63.6,969.8,181.5,13.1,17.8,10.2,0.7,1,32,33,2,26,10639,2.44383870664536
2018-03-15,2.1,320.8,49.9,972.7,166.6,12.5,16.4,9.8,0,1,6,7,3,26,14494,1.79384572926728
2018-03-16,2.4,302.7,64.4,968.9,136.4,8.7,14,5.3,2.6,1,4,4,2,7,5522,1.2676566461427
2018-03-17,1.5,258.1,64.8,970.1,235.9,8.3,15.4,2.6,0,1,13,13,1,12,7615,1.57583716349311
2018-03-18,1.8,291.6,59.4,973.4,180.6,8.8,14.4,4.2,0.5,1,45,46,3,38,17486,2.17316710511266
2018-03-19,2.4,294,70.9,976.1,145.5,5.8,13.6,0.9,23.2,1,7,7,4,25,14609,1.71127387227052
2018-03-20,2.7,298.8,34.7,986.8,239.5,7.4,14.2,3.7,0,6,36,44,1,23,14004,1.64238788917452
2018-03-21,2.6,318.5,32.8,986.2,248.1,9.2,15.1,2.6,0,1,27,28,1,26,13972,1.86086458631549
2018-03-22,1.6,243.1,46.1,976.9,236.9,10.3,18.5,5.5,0,1,8,9,1,22,12043,1.82678734534584
2018-03-23,2.3,284.2,90.3,966.7,28.7,6.6,8.4,4.3,36.1,1,62,63,1,15,7550,1.98675496688742
2018-03-24,1.3,279.1,76.5,977.5,99,8.6,11.6,6.2,2,1,6,6,1,6,3357,1.78731009830206
2018-03-25,2.1,298.4,61.1,985.5,251.4,11.2,18.1,5.8,0,1,12,12,1,35,19236,1.81950509461426
2018-03-26,1.6,292.8,60.4,989.2,231.8,12.5,18.9,6.4,0,1,15,15,1,21,10831,1.93887914320007
2018-03-27,1.5,236.8,56.7,984,263.6,15.9,22.6,10.1,0,2,29,32,1,30,13729,2.18515551023381
2018-03-28,1.8,232,70.1,978.9,241.5,13.1,19.4,8.5,0,1,26,26,3,20,9206,2.17249619813165
2018-03-29,2.3,289.8,61,973.1,245.6,11.9,17.6,7.8,0,1,16,17,1,10,6458,1.54846701765252
2018-03-30,4.6,314.2,46.2,975.3,261.3,11,15.4,7.3,0,1,29,29,2,16,9736,1.64338537387017
2018-03-31,1.8,243.2,49.1,985.9,268.3,11.8,17.7,6.2,0,1,3,3,2,7,4701,1.48904488406722
2018-04-01,1.5,177,68.6,981.1,204,12.2,18.1,6.7,0,1,34,34,2,16,10469,1.52832171172032
2018-04-02,0.9,202.8,74.6,978.2,238.5,14.1,20.7,9.2,0,1,17,17,2,42,20138,2.08560929585858
2018-04-03,2.9,282.4,53.7,980.6,278.7,15.8,20.4,10.4,0,1,27,27,4,18,10984,1.63874726875455
2018-04-04,1.6,202.9,60.3,988.3,268.8,13.9,21.3,8.7,0,1,4,4,1,36,19718,1.82574297596105
2018-04-05,1.8,171.4,72.7,985.3,212.2,12.9,18.7,7.7,0.2,1,38,38,2,25,13259,1.88551172788295
2018-04-06,3.5,113.6,74.9,979.7,92.2,12.8,15.4,10,0,1,8,8,1,14,8578,1.63208207041268
2018-04-07,1.7,254.1,83.7,974.4,58.8,11.5,12.8,9.7,9.9,1,5,5,4,10,6144,1.62760416666667
2018-04-08,2.1,217.6,73.9,976.8,267.4,11.6,17.8,6.8,0.8,1,16,16,2,28,17235,1.62460110240789
2018-04-09,3.1,211.1,71.4,973.1,196.8,10.5,15.3,6.1,11.5,1,3,3,2,20,11044,1.81093806591815
2018-04-10,4.1,126.8,83.8,964,148.5,9.6,12,7.2,30.6,1,16,16,4,32,18929,1.69052776163559
2018-04-11,1.5,272.4,70.9,971,256,11.4,18.4,6.7,0,1,13,13,2,25,16189,1.54425844709371
2018-04-12,1.7,151,92.5,978.9,49.9,10.9,12.6,7.9,9,1,29,29,3,33,16329,2.02094433216976
2018-04-13,0.7,179.6,90.7,985.7,40.4,11.4,12.3,10.4,15.1,1,14,14,3,4,2452,1.63132137030995
2018-04-14,1.7,294.3,57.1,983.2,271.1,16.4,22.1,11.5,0,1,22,24,2,4,1505,2.6578073089701
2018-04-15,1.4,227.8,75.9,984.9,97.5,13.6,16.6,11.8,1,1,13,13,1,37,17245,2.14554943461873
2018-04-16,2.4,267.3,63.8,992.2,298.7,17.6,24.2,13.2,0,1,29,30,4,24,14875,1.61344537815126
2018-04-17,1.3,215.3,58.1,995.2,296.8,18.2,25.3,12.9,0,1,37,37,3,17,10748,1.58168961667287
2018-04-18,1.7,195.8,62,994.8,291.6,16.7,22.3,11.7,0,1,41,41,4,28,16913,1.65553124815231
2018-04-19,1.6,211.9,63,992.7,294.8,16.8,22.5,11,0,1,37,37,5,17,10174,1.67092588952231
2018-04-20,1.6,232.7,53,990.1,302,18.7,24.7,12.8,0,1,29,29,3,4,3740,1.06951871657754
2018-04-21,2.1,279.5,51.3,988.2,264.4,18.8,25.4,14.6,0,1,12,12,4,14,10348,1.35291843834557
2018-04-22,1.2,198.3,56.6,989.2,242.8,18.7,24.9,14.2,0,1,11,12,4,36,19191,1.87587931843051
2018-04-23,1.4,215,58,989,282.4,18.9,25.3,13.8,0,6,71,79,2,35,15973,2.19119764602767
2018-04-24,1.7,207.1,61.3,987.8,281.4,19,27.3,14.2,0,1,31,31,2,35,17677,1.97997397748487
2018-04-25,1.9,247.4,66.1,986.1,300,18,24.5,14.6,0,1,28,28,3,27,13733,1.96606713755188
2018-04-26,1.8,225.6,73.7,982.5,277.4,17.5,25.9,12.7,0.8,1,19,19,2,19,8636,2.20009263547939
2018-04-27,2,196,79,980.8,246.9,16.5,21,12.5,0.1,1,21,21,2,9,7499,1.20016002133618
2018-04-28,2.7,225.4,75.6,977.1,142.1,13.6,17.1,9.1,4.7,1,9,9,2,18,9738,1.84842883548983
2018-04-29,2.4,277.2,55.6,982.2,259,13.1,19.5,8.5,0,1,6,6,3,22,10990,2.00181983621474
2018-04-30,1.2,200.7,78.4,983.3,147.8,9.8,16.2,7,5,1,18,18,2,8,4085,1.95838433292534
2018-05-01,1.6,281.5,59.6,980.9,338.3,13.5,21.1,5.9,0,1,15,15,2,44,25481,1.72677681409678
2018-05-02,1.5,265.2,68.6,979.4,208.6,14.9,21.2,10.1,1.1,1,19,19,1,21,9970,2.10631895687061
2018-05-03,1.5,281.5,61.5,982,116.5,14.4,18.7,10.7,0.2,5,47,55,2,28,15799,1.77226406734603
2018-05-04,1,281.3,71.4,985.8,96.7,15.7,19.7,13.2,1.8,1,36,38,1,17,12403,1.37063613641861
2018-05-05,0.9,235.1,77,987.2,161.5,16.4,22.6,13.6,3.6,1,13,13,2,11,7691,1.43024314133403
2018-05-06,1.1,236.6,73.2,984.7,212.9,18.7,24.3,15.2,0,2,17,19,1,35,15982,2.18996370917282
2018-05-07,1.1,216.6,81.5,981.4,177.5,17.5,23.9,13.8,3.9,1,30,30,2,17,10765,1.57919182535996
2018-05-08,1.6,252.1,80.5,979.7,204.9,16.5,23.2,13.5,2.6,5,33,40,2,30,19135,1.56780768225764
2018-05-09,1.9,174.5,81.6,984.9,175.4,16,20,13.1,0.3,1,26,26,1,25,13816,1.80949623624783
2018-05-10,1.8,268,77,987.3,335.3,17,22.2,12.4,0,1,6,6,2,30,14634,2.050020500205
2018-05-11,1.6,219.5,87.4,984.2,79.7,15.4,19.1,11.8,7.2,1,4,4,2,3,1963,1.52827305145186
2018-05-12,1.9,265.7,61.7,985.2,276.9,12.5,19,7.5,3.1,1,6,6,1,7,5762,1.21485595279417
2018-05-13,2.1,228.5,57.2,985.6,269.6,13.1,19.4,8.4,0,1,15,15,2,31,14586,2.12532565473742
2018-05-14,1.7,279.8,60.4,985.9,318,15.8,23.8,8.8,0,NA,NA,NA,NA,20,12630,1.58353127474268
2018-05-15,1.4,239.9,61.7,986.3,296.6,17.3,23.5,11.9,0,1,29,29,2,38,18589,2.04421969982248
2018-05-16,2.2,225.2,58.8,986.2,311.3,18.2,25,13.4,0.3,1,31,31,3,14,10532,1.32928218761869
2018-05-17,1.8,208.8,66.6,986.9,248.2,17.8,21.5,13.8,0,1,7,7,2,35,17968,1.94790739091719
2018-05-18,1.5,227,62.7,986.4,269,18.7,24.6,12.8,0.3,1,25,26,1,6,3779,1.58772161947605
2018-05-19,1.4,225.2,64.6,984.7,279.2,18.5,25.6,13.2,0,1,24,24,1,4,2499,1.60064025610244
2018-05-20,1.6,205.6,62.8,982.4,324.3,18.1,23.9,13.3,0,1,27,27,2,30,12610,2.37906423473434
2018-05-21,1.3,205.6,70.7,984.4,204.6,18.1,23.7,14.4,0.1,2,35,37,2,33,14613,2.25826319031
2018-05-22,1.5,231.4,69.6,987.5,302.4,19.5,27,13.2,0,1,55,57,1,32,18036,1.7742293191395
2018-05-23,2,210.5,61.2,987.1,332.8,20.4,27.3,15.5,0,1,11,11,2,17,11984,1.41855807743658
2018-05-24,2.6,154.3,61.4,985.3,300,19.5,25.1,14.8,0.2,1,35,35,2,27,15905,1.69757937755423
2018-05-25,2.5,110.9,81.7,985.1,180.2,18.5,21.7,16.3,1.8,1,7,7,2,8,5986,1.33645172068159
2018-05-26,2.3,128.5,73.3,982.8,263.8,19.4,23.9,16.1,0,1,9,9,1,3,2449,1.22498979175174
2018-05-27,2.2,164.5,76.5,983.8,234.9,19.2,22.9,17,0.1,1,18,18,1,34,16596,2.04868643046517
2018-05-28,1.6,215.7,69.9,984.8,307.5,20.4,25,16.7,0,1,12,12,1,20,12362,1.61786118751011
2018-05-29,2,219.7,72.9,983.3,233.5,18.9,23,15.9,0,1,10,10,2,26,13962,1.86219739292365
2018-05-30,2,207.9,69.4,987.2,282.6,19.1,24.3,14.2,0,1,12,12,2,35,17686,1.97896641411286
2018-05-31,1.9,200.9,73,989.5,322.5,19.9,26.6,15.3,1,1,12,12,1,21,13095,1.60366552119129
2018-06-01,1.6,219.1,73.8,988,227.5,19,23.2,15.5,0,1,21,21,2,2,1552,1.28865979381443
2018-06-02,0.6,190.6,92.5,984.6,57.9,16.6,18.7,14.4,19.2,1,21,21,2,7,4463,1.56845171409366
2018-06-03,1.5,229.7,77.2,982.1,343.1,19.2,24.8,13.2,0.1,1,15,15,1,20,10671,1.87423859057258
2018-06-04,1.5,201.1,77.4,980.8,206.2,18.7,22.9,14.8,1.7,1,29,30,1,19,10818,1.75633203919394
2018-06-05,0.7,190,90.7,983.4,123.3,16.4,19.5,13.7,44,1,27,27,1,31,16705,1.85573181682131
2018-06-06,1.1,236.4,87.8,985.5,179.6,16.8,22.3,13.4,31.8,1,26,28,1,14,7862,1.78071737471381
2018-06-07,1.2,226.3,69.8,984.3,315.4,20.5,26.8,14.1,0,1,8,8,2,23,12302,1.86961469679727
2018-06-08,1.8,263.8,55.2,983.8,286.9,21.7,26.8,17.4,0,2,29,31,2,9,7606,1.18327636076781
2018-06-09,1.9,191.9,65.1,981.6,247.2,21.1,27.7,17.3,0.2,1,21,21,2,3,2382,1.25944584382872
2018-06-10,1.8,268.2,63.9,980.2,331.7,22.1,28,17.4,0,1,10,10,1,20,12553,1.59324464271489
2018-06-11,2.1,256.2,60.9,981.3,221.9,21.1,24.6,17.8,0,1,15,15,2,16,8674,1.84459303666129
2018-06-12,1.8,271.4,60,982.6,291.5,20.9,27.7,15.5,0,1,6,6,2,25,13409,1.86441941979268
2018-06-13,2,230.5,62.4,984.1,327.1,20.4,25.8,16,0,1,25,25,2,11,7199,1.52798999861092
2018-06-14,1.4,236.1,58.7,985.1,282.8,20.6,25.5,15.6,0,1,7,7,1,18,11095,1.62235241099594
2018-06-15,1.4,233.8,61.1,986.2,342.2,21.7,27.3,15.6,0,1,10,10,3,14,9640,1.45228215767635
2018-06-16,1.8,223.6,64.4,989.3,301.7,21.2,26.8,16.7,0,1,18,18,1,7,5066,1.38176075799447
2018-06-17,1.7,250.9,59.9,990.5,351.5,22.4,29.8,16.3,0,1,13,13,2,18,10230,1.75953079178886
2018-06-18,1.7,276.6,53.1,990.7,350.4,23.4,29.6,17.7,0,1,28,28,2,16,9988,1.60192230676812
2018-06-19,1.8,196.2,52.8,989.5,350.6,24.2,29.5,19,0,1,45,45,2,22,12221,1.8001800180018
2018-06-20,1.6,222.9,42.2,988,344.7,25.8,32.2,18.1,0,1,17,17,1,5,3348,1.49342891278375
2018-06-21,2.3,215.4,51.6,987.4,330.5,25.6,32.9,21.3,0,1,31,31,2,23,10306,2.23170968367941
2018-06-22,2.5,217.1,68.6,988.8,325.5,21.9,25.6,19,0,1,13,13,3,3,2696,1.11275964391691
2018-06-23,2,202,62.7,987.6,315.7,22.3,26.6,17.8,0,1,17,17,1,11,7977,1.37896452300364
2018-06-24,2.1,193.4,61.5,987.1,345.6,22.7,27.2,18.5,0,1,7,7,3,25,14653,1.7061352624036
2018-06-25,2.1,208.1,61.6,988.2,325.5,23.5,27.6,19.6,0,1,21,22,2,24,14505,1.65460186142709
2018-06-26,1.6,279.7,60.6,986.1,303.7,24.9,31.4,19.7,0,1,6,6,1,15,7461,2.01045436268597
2018-06-27,1.6,217.2,69.9,982.4,253.5,24,30.9,18.6,1.1,1,5,5,3,12,6759,1.77541056369285
2018-06-28,2.1,189.7,71.4,982.1,335.3,22.9,27.7,18.3,0,1,20,20,3,4,1810,2.20994475138122
2018-06-29,2,197.7,56.9,981.3,344.9,23.7,30.1,18.2,0,1,27,27,2,7,4660,1.50214592274678
2018-06-30,1.9,198.7,69.1,980.7,339.1,23.4,29.3,17.9,0,1,20,20,2,5,3788,1.31995776135164
2018-07-01,1.7,208.5,75.5,983.1,324.9,24.5,29.6,19.3,0,1,6,6,1,16,9855,1.62354134956875
2018-07-02,1.7,231.7,57.3,985.9,346.9,26.2,33.5,19.9,0,1,12,12,1,12,8063,1.48827979660176
2018-07-03,2.1,218,58.6,985.3,357.8,24.7,30.4,18.6,0,1,28,28,4,14,11417,1.22624156958921
2018-07-04,2.5,216.4,69.6,987.5,308.2,23.8,31.1,19.6,0,1,16,16,1,15,11992,1.25083388925951
2018-07-05,2,231.6,68.5,990.3,277,23.6,28.7,19.9,0,1,5,5,2,6,4037,1.48625216745108
2018-07-06,1.5,227.6,70,989.5,313,25.2,31.9,19.9,0,1,16,16,2,3,1241,2.4174053182917
